temperatura,chuva,feriado,fim_semana,turistas,periodo,ponto_visitado
17,1,1,0,2550,manha,Itaipu
16,0,1,0,5311,noite,Marco
23,0,0,1,9648,manha,Parque_Aves
35,1,1,0,8444,manha,Itaipu
28,1,1,1,9632,manha,Itaipu
10,1,1,0,13100,manha,Itaipu
36,0,0,1,1491,noite,Cataratas
12,1,0,0,18999,manha,Itaipu
35,1,0,0,9342,tarde,Itaipu
16,0,0,0,11293,tarde,Parque_Aves
13,1,0,1,13459,noite,Itaipu
38,0,1,0,3007,tarde,Parque_Aves
17,0,1,1,1018,tarde,Parque_Aves
29,1,0,0,18321,manha,Itaipu
17,1,0,1,14390,noite,Itaipu
20,1,0,0,15250,noite,Itaipu
16,1,1,1,12303,tarde,Itaipu
38,1,0,1,9072,manha,Itaipu
28,0,0,1,8213,tarde,Parque_Aves
32,0,0,0,6325,manha,Parque_Aves
32,1,0,1,18727,tarde,Itaipu
33,0,0,0,11223,noite,Marco
13,0,0,0,9170,tarde,Parque_Aves
24,0,1,0,14714,manha,Parque_Aves
12,1,0,0,1492,tarde,Itaipu
19,1,0,0,18501,noite,Itaipu
32,1,1,1,3643,manha,Itaipu
31,1,1,1,15632,manha,Itaipu
14,1,1,0,8518,tarde,Itaipu
14,0,0,1,2823,manha,Parque_Aves
20,1,1,0,18905,tarde,Cataratas
33,1,0,0,5287,manha,Itaipu
15,0,1,1,9087,manha,Parque_Aves
36,0,0,1,16948,tarde,Cataratas
31,0,0,1,12835,tarde,Cataratas
26,1,0,0,9636,tarde,Itaipu
33,1,1,0,4818,noite,Cataratas
22,1,1,1,16772,tarde,Itaipu
34,0,0,0,19191,tarde,Parque_Aves
20,1,0,1,13359,manha,Itaipu
22,1,1,0,7818,manha,Itaipu
28,1,1,0,7362,manha,Itaipu
13,1,0,0,16905,noite,Itaipu
17,1,0,1,11343,noite,Itaipu
29,1,0,1,7856,noite,Itaipu
22,0,1,1,10790,tarde,Parque_Aves
21,0,0,1,2978,tarde,Parque_Aves
25,0,0,1,7679,tarde,Parque_Aves
13,1,0,0,17996,noite,Itaipu
31,1,0,0,3994,tarde,Itaipu
26,0,0,1,9011,tarde,Parque_Aves
14,1,1,1,12892,manha,Itaipu
23,0,1,1,9684,manha,Parque_Aves
24,1,1,1,612,manha,Itaipu
15,0,1,0,17864,manha,Parque_Aves
29,0,1,0,18319,noite,Marco
28,0,0,1,512,manha,Parque_Aves
24,1,1,1,18145,noite,Cataratas
10,0,0,1,16465,tarde,Parque_Aves
20,1,0,1,16958,tarde,Itaipu
22,0,0,0,11979,tarde,Parque_Aves
29,0,0,0,6628,tarde,Parque_Aves
13,0,1,0,11794,tarde,Parque_Aves
20,0,0,0,19632,manha,Parque_Aves
21,0,1,1,10024,noite,Marco
36,0,0,0,17634,manha,Parque_Aves
27,0,1,1,14306,tarde,Parque_Aves
29,0,1,1,8407,noite,Cataratas
35,1,0,0,5489,noite,Itaipu
10,1,1,0,13449,manha,Itaipu
24,0,1,1,9631,noite,Marco
29,1,1,0,19660,tarde,Itaipu
38,1,0,0,1381,tarde,Itaipu
24,1,0,0,15049,manha,Itaipu
27,0,0,1,5107,noite,Marco
18,1,1,1,12825,tarde,Itaipu
34,0,0,0,1902,tarde,Parque_Aves
14,0,0,0,5290,manha,Parque_Aves
31,0,1,0,8160,tarde,Parque_Aves
30,1,0,0,9596,noite,Itaipu
15,1,1,1,17805,tarde,Cataratas
38,0,0,0,12814,manha,Parque_Aves
37,0,1,0,16995,manha,Parque_Aves
21,1,0,0,12012,tarde,Itaipu
35,0,0,1,1039,manha,Cataratas
31,1,0,1,8730,manha,Itaipu
33,1,1,1,17780,manha,Itaipu
11,0,1,1,11436,manha,Parque_Aves
28,1,0,1,6754,noite,Itaipu
34,1,0,0,4993,noite,Itaipu
20,0,0,0,14280,tarde,Parque_Aves
18,1,0,1,15927,manha,Itaipu
16,0,1,1,8330,manha,Parque_Aves
34,0,1,1,8159,manha,Cataratas
15,0,1,0,14435,manha,Parque_Aves
34,0,0,1,6389,tarde,Cataratas
19,1,0,1,11390,manha,Itaipu
36,0,0,0,3780,manha,Parque_Aves
20,0,1,0,17202,tarde,Parque_Aves
33,1,0,0,7053,tarde,Cataratas
23,1,0,1,16322,noite,Itaipu
12,0,1,0,6303,manha,Parque_Aves
19,0,1,0,5996,tarde,Parque_Aves
16,0,0,0,12938,manha,Parque_Aves
31,0,1,0,14345,tarde,Parque_Aves
35,1,1,0,6303,tarde,Itaipu
37,0,1,1,10378,noite,Cataratas
16,1,1,1,13915,manha,Cataratas
32,1,1,0,10472,manha,Itaipu
22,1,0,1,3490,manha,Cataratas
30,0,1,1,18454,manha,Cataratas
32,0,0,0,8668,tarde,Parque_Aves
12,0,0,0,8993,manha,Parque_Aves
20,1,0,1,13760,tarde,Itaipu
14,1,1,1,3240,noite,Cataratas
20,0,1,0,16752,manha,Parque_Aves
27,1,0,0,7676,noite,Itaipu
11,0,1,0,855,tarde,Parque_Aves
20,1,0,0,10345,manha,Itaipu
30,0,0,1,12591,tarde,Cataratas
31,0,0,1,18218,tarde,Cataratas
25,1,1,0,16093,noite,Itaipu
31,0,0,1,1118,tarde,Cataratas
17,1,0,1,16508,tarde,Itaipu
35,1,1,1,16363,tarde,Itaipu
13,0,1,1,14665,manha,Parque_Aves
19,0,0,1,1655,tarde,Parque_Aves
15,0,0,1,13141,noite,Marco
10,1,0,0,18796,tarde,Itaipu
13,1,1,1,11346,tarde,Itaipu
22,1,0,0,13552,tarde,Cataratas
23,0,0,0,3380,tarde,Parque_Aves
35,0,0,1,7876,manha,Cataratas
25,1,0,1,10219,tarde,Cataratas
37,0,1,0,5259,noite,Marco
26,1,1,0,2300,noite,Itaipu
12,0,0,1,13953,tarde,Parque_Aves
30,1,0,1,18397,noite,Itaipu
16,1,0,0,10060,manha,Itaipu
28,0,1,1,7201,tarde,Parque_Aves
15,0,0,0,13852,noite,Marco
33,1,0,1,9219,manha,Cataratas
16,1,0,1,13055,manha,Itaipu
24,1,0,0,13239,noite,Cataratas
14,0,0,1,9305,tarde,Parque_Aves
29,1,0,1,16318,tarde,Itaipu
21,0,0,1,9781,noite,Marco
32,1,1,0,8868,manha,Itaipu
34,1,0,1,13122,manha,Itaipu
12,1,0,0,5524,noite,Itaipu
12,1,0,0,2119,manha,Itaipu
17,0,0,1,16046,manha,Parque_Aves
18,1,1,1,18994,tarde,Itaipu
24,1,0,0,7442,manha,Cataratas
33,0,1,0,11347,noite,Marco
28,1,0,0,9556,tarde,Itaipu
28,0,1,1,12465,noite,Marco
19,0,0,1,12684,tarde,Parque_Aves
30,1,1,1,4282,noite,Itaipu
24,1,1,1,12032,manha,Itaipu
34,0,0,1,3057,tarde,Cataratas
12,0,1,0,16754,manha,Parque_Aves
30,0,0,0,4219,noite,Marco
27,0,0,1,11344,tarde,Parque_Aves
24,1,1,1,12939,tarde,Itaipu
29,1,0,0,8598,manha,Itaipu
18,0,1,0,13499,noite,Marco
31,0,0,1,11901,manha,Cataratas
29,0,1,0,17947,noite,Marco
14,1,0,0,4039,manha,Itaipu
33,0,0,0,2972,tarde,Parque_Aves
14,1,0,1,3266,manha,Itaipu
29,0,1,0,19802,manha,Parque_Aves
23,1,0,0,18452,tarde,Itaipu
23,1,1,0,10532,noite,Cataratas
30,1,0,0,19487,tarde,Itaipu
37,1,1,1,19857,manha,Itaipu
13,1,0,0,3880,manha,Itaipu
13,0,0,1,4674,tarde,Parque_Aves
11,0,0,0,12919,manha,Parque_Aves
20,0,0,1,11572,noite,Marco
30,0,0,0,3585,noite,Marco
38,0,0,0,6500,noite,Marco
30,0,0,0,4235,noite,Marco
24,1,1,0,7739,noite,Itaipu
13,0,0,1,7023,tarde,Parque_Aves
23,1,1,1,19450,manha,Itaipu
24,1,0,0,13180,tarde,Itaipu
20,1,1,0,8419,manha,Itaipu
35,0,0,0,14596,tarde,Parque_Aves
31,1,1,1,7338,tarde,Itaipu
22,1,0,1,10132,noite,Itaipu
23,0,1,0,5589,manha,Parque_Aves
30,0,1,0,11823,tarde,Parque_Aves
21,1,0,1,12253,noite,Itaipu
35,1,0,1,1582,manha,Itaipu
23,0,1,0,18242,manha,Parque_Aves
38,1,1,1,509,manha,Itaipu
17,1,1,1,4765,tarde,Itaipu
10,0,1,1,19928,manha,Parque_Aves
17,0,1,0,8957,tarde,Parque_Aves
37,1,0,1,19171,manha,Itaipu
26,1,1,1,17070,noite,Itaipu
20,0,1,0,15680,tarde,Parque_Aves
33,0,1,0,16731,manha,Parque_Aves
21,1,0,1,1025,tarde,Itaipu
14,1,0,1,8156,noite,Itaipu
31,0,1,1,6216,noite,Cataratas
34,0,0,0,7124,manha,Parque_Aves
33,0,1,1,11041,manha,Cataratas
37,1,1,0,10351,tarde,Itaipu
29,1,1,0,18714,noite,Itaipu
20,0,1,0,6306,manha,Parque_Aves
27,1,1,1,4867,noite,Itaipu
37,0,1,0,19863,tarde,Parque_Aves
18,1,1,0,13421,noite,Itaipu
16,0,0,1,17277,manha,Parque_Aves
20,0,0,0,12217,tarde,Parque_Aves
21,0,1,1,19414,noite,Marco
24,0,0,1,2448,noite,Marco
10,1,1,0,5601,manha,Itaipu
16,1,0,1,9456,tarde,Itaipu
31,0,0,0,8720,tarde,Parque_Aves
27,0,0,0,19700,noite,Marco
17,1,0,1,4526,tarde,Itaipu
22,0,0,1,6314,noite,Marco
16,1,1,0,16848,noite,Itaipu
36,0,0,0,879,tarde,Parque_Aves
22,1,0,0,13114,manha,Itaipu
19,0,1,1,19060,noite,Marco
16,1,1,1,13096,tarde,Cataratas
14,0,0,1,18731,manha,Parque_Aves
33,1,1,1,9897,noite,Itaipu
23,1,1,0,9800,manha,Itaipu
26,0,0,0,7209,noite,Marco
16,1,0,1,16042,tarde,Cataratas
22,0,0,1,16050,tarde,Parque_Aves
24,1,0,1,6536,manha,Cataratas
17,1,1,0,8386,noite,Itaipu
11,0,1,0,14605,tarde,Parque_Aves
25,1,0,1,12548,tarde,Itaipu
15,0,0,0,7861,tarde,Parque_Aves
29,1,1,0,13126,noite,Itaipu
29,1,1,1,13546,noite,Itaipu
37,1,1,0,12634,manha,Itaipu
14,1,1,0,16995,manha,Itaipu
24,0,1,1,18315,manha,Parque_Aves
19,0,0,1,19021,tarde,Parque_Aves
29,1,1,0,15193,noite,Itaipu
25,1,1,1,3553,manha,Itaipu
22,1,1,0,17349,tarde,Itaipu
11,1,0,0,6712,noite,Itaipu
18,1,0,0,12823,manha,Itaipu
10,0,1,1,16923,manha,Parque_Aves
25,1,1,1,1851,tarde,Cataratas
28,0,1,1,8554,manha,Parque_Aves
34,1,0,1,9541,noite,Itaipu
26,0,1,1,6182,tarde,Parque_Aves
12,0,1,1,10977,manha,Parque_Aves
21,0,1,1,6644,noite,Marco
18,1,0,0,10028,tarde,Itaipu
16,0,0,1,4281,tarde,Parque_Aves
35,0,0,1,651,manha,Cataratas
20,1,1,1,8816,tarde,Itaipu
13,0,1,1,4058,noite,Marco
30,1,1,1,3135,tarde,Itaipu
31,1,1,1,3440,manha,Itaipu
15,0,0,0,12398,manha,Parque_Aves
31,0,0,1,10690,noite,Cataratas
18,1,0,1,12718,tarde,Cataratas
24,1,1,0,15094,tarde,Itaipu
38,1,1,0,16086,manha,Itaipu
19,0,1,1,14666,manha,Parque_Aves
16,1,0,0,16309,noite,Itaipu
31,0,1,0,16092,manha,Parque_Aves
24,1,1,1,7351,manha,Itaipu
16,1,0,1,10438,noite,Itaipu
10,0,1,0,1403,manha,Parque_Aves
29,1,0,1,18326,tarde,Itaipu
30,1,0,1,16243,noite,Itaipu
12,0,1,0,12973,manha,Parque_Aves
15,1,0,1,18705,manha,Itaipu
31,0,0,1,2073,tarde,Cataratas
17,1,0,1,3780,manha,Itaipu
25,0,0,1,5008,noite,Marco
23,1,0,0,4695,tarde,Itaipu
36,1,1,0,14537,tarde,Itaipu
31,0,1,1,7587,noite,Cataratas
32,0,1,0,2458,manha,Parque_Aves
35,1,0,1,14722,noite,Itaipu
27,1,1,0,5615,manha,Cataratas
33,0,0,1,7216,noite,Cataratas
36,0,1,0,7307,manha,Parque_Aves
26,0,1,0,10715,noite,Marco
36,1,1,1,4784,noite,Cataratas
29,1,1,0,2238,tarde,Itaipu
11,1,1,1,13396,manha,Itaipu
30,1,0,1,13011,manha,Cataratas
23,1,1,0,19527,tarde,Itaipu
22,0,1,0,4654,manha,Parque_Aves
37,0,1,0,12755,noite,Marco
21,1,1,0,9036,manha,Itaipu
14,0,1,0,8385,manha,Parque_Aves
22,1,0,1,6830,manha,Cataratas
13,1,1,0,15302,manha,Itaipu
38,0,1,0,17033,noite,Marco
11,0,0,0,11818,manha,Parque_Aves
31,0,0,0,6401,noite,Marco
31,0,0,1,2803,noite,Cataratas
35,0,0,0,5586,manha,Parque_Aves
17,1,0,1,18386,manha,Itaipu
25,0,1,0,10080,noite,Marco
20,0,0,1,17708,noite,Marco
17,1,1,1,815,tarde,Itaipu
17,1,1,0,4508,manha,Itaipu
33,1,1,0,1123,noite,Itaipu
31,0,0,1,14213,noite,Cataratas
27,1,1,1,7082,tarde,Itaipu
12,1,0,0,11829,noite,Cataratas
29,0,1,0,7265,noite,Marco
37,0,0,0,5438,noite,Marco
23,1,1,0,15155,manha,Itaipu
33,0,1,0,19329,manha,Parque_Aves
25,0,1,1,9178,manha,Parque_Aves
14,1,1,0,10158,noite,Cataratas
17,0,0,1,782,noite,Marco
24,1,0,1,10162,manha,Itaipu
30,1,0,1,15678,tarde,Itaipu
19,1,1,0,8635,manha,Itaipu
12,1,1,0,1827,manha,Itaipu
18,1,0,1,2117,tarde,Itaipu
13,0,1,0,15001,noite,Marco
25,1,1,1,4327,tarde,Cataratas
30,1,0,0,6516,tarde,Itaipu
24,0,1,1,9560,tarde,Parque_Aves
29,1,0,1,8231,manha,Itaipu
14,1,0,0,5768,manha,Itaipu
10,0,1,0,1487,noite,Marco
15,1,1,0,18734,tarde,Itaipu
37,1,1,0,6937,noite,Itaipu
14,1,0,0,19671,tarde,Itaipu
20,0,1,1,13651,manha,Parque_Aves
28,1,1,1,8417,tarde,Itaipu
36,1,1,0,11027,tarde,Cataratas
18,0,1,1,9594,tarde,Parque_Aves
11,1,1,1,7863,tarde,Itaipu
14,1,1,0,18668,noite,Itaipu
10,0,1,1,16239,noite,Marco
16,0,0,0,4313,noite,Marco
29,0,1,0,13236,manha,Parque_Aves
13,0,1,0,9912,tarde,Parque_Aves
10,1,1,1,13340,tarde,Cataratas
35,1,1,0,2797,noite,Itaipu
32,0,0,1,5311,noite,Cataratas
35,1,0,0,17606,tarde,Itaipu
19,0,1,0,9765,noite,Marco
15,1,0,1,11607,manha,Cataratas
34,0,0,1,15980,noite,Cataratas
23,1,1,0,16110,manha,Itaipu
32,1,1,1,13361,noite,Itaipu
31,1,0,0,4728,noite,Itaipu
31,0,0,1,11795,tarde,Cataratas
12,0,0,1,16764,tarde,Parque_Aves
37,0,0,1,7363,manha,Cataratas
15,0,0,0,17713,manha,Parque_Aves
26,0,1,0,14485,manha,Parque_Aves
36,0,0,1,4471,manha,Cataratas
29,1,1,1,6234,tarde,Cataratas
16,0,1,0,4783,manha,Parque_Aves
10,1,1,0,10187,manha,Itaipu
14,0,1,0,19052,manha,Parque_Aves
34,1,1,0,12039,noite,Itaipu
19,0,0,1,15682,manha,Parque_Aves
23,1,1,1,10846,manha,Itaipu
12,1,0,1,19511,manha,Itaipu
21,0,0,0,9184,noite,Marco
20,0,1,1,10690,manha,Parque_Aves
36,0,0,0,4322,tarde,Parque_Aves
17,0,0,1,924,noite,Marco
23,0,0,0,3553,manha,Parque_Aves
11,1,1,1,3788,noite,Itaipu
27,0,1,1,16206,noite,Marco
15,0,0,1,10769,tarde,Parque_Aves
26,0,1,1,19266,manha,Parque_Aves
31,0,0,1,14804,tarde,Cataratas
32,0,1,0,15645,tarde,Parque_Aves
38,0,1,1,14955,manha,Cataratas
12,0,1,0,16280,tarde,Parque_Aves
16,0,0,1,9374,manha,Parque_Aves
20,0,0,0,13330,noite,Marco
33,0,0,0,12584,manha,Parque_Aves
11,0,0,0,19391,manha,Parque_Aves
30,0,0,0,15467,tarde,Parque_Aves
14,1,1,1,3022,manha,Cataratas
37,0,1,0,5643,tarde,Parque_Aves
36,1,1,0,1364,manha,Cataratas
26,0,0,0,5010,manha,Parque_Aves
29,1,0,1,18851,tarde,Itaipu
33,1,1,1,9606,noite,Cataratas
24,0,0,1,14175,manha,Parque_Aves
25,0,1,1,5518,manha,Parque_Aves
13,0,0,1,17827,noite,Marco
34,1,1,0,9991,manha,Itaipu
11,0,0,0,13325,manha,Parque_Aves
34,1,0,0,4567,noite,Itaipu
17,1,1,0,5732,noite,Itaipu
31,0,0,0,18809,noite,Marco
37,1,0,0,2401,tarde,Itaipu
36,0,0,1,6362,noite,Cataratas
38,1,0,1,14533,tarde,Itaipu
32,1,0,1,11380,noite,Itaipu
28,0,0,0,1271,tarde,Parque_Aves
25,1,1,1,889,manha,Itaipu
10,1,0,1,3138,noite,Itaipu
12,1,0,1,19990,tarde,Itaipu
26,0,1,0,4908,manha,Parque_Aves
34,1,0,0,9795,tarde,Cataratas
17,0,0,1,18863,manha,Parque_Aves
20,0,0,0,5419,noite,Marco
23,1,1,1,17507,manha,Itaipu
16,0,1,0,2207,tarde,Parque_Aves
24,0,1,1,7183,tarde,Parque_Aves
28,1,0,1,1207,tarde,Itaipu
37,1,0,0,12955,tarde,Itaipu
17,0,0,1,8590,noite,Marco
33,0,0,0,14517,tarde,Parque_Aves
38,0,1,0,8989,tarde,Parque_Aves
21,1,0,1,8747,tarde,Cataratas
21,0,1,0,18558,manha,Parque_Aves
29,1,1,1,3964,manha,Itaipu
12,0,0,0,8485,noite,Marco
19,1,1,1,1275,manha,Itaipu
35,1,0,1,6798,manha,Itaipu
28,0,0,0,19441,manha,Parque_Aves
12,0,0,0,15196,noite,Marco
24,1,1,0,15887,noite,Itaipu
12,0,1,1,11850,tarde,Parque_Aves
25,0,0,1,9242,tarde,Parque_Aves
10,0,1,1,6196,manha,Parque_Aves
20,1,1,0,1919,tarde,Itaipu
37,1,0,0,12369,tarde,Itaipu
13,0,0,0,5821,noite,Marco
22,0,0,1,9092,noite,Marco
12,0,0,0,1677,noite,Marco
10,0,1,0,6452,noite,Marco
13,1,1,0,10479,manha,Itaipu
24,1,1,0,10670,manha,Cataratas
18,0,0,0,6703,tarde,Parque_Aves
11,0,1,1,2053,noite,Marco
21,0,0,0,8122,manha,Parque_Aves
16,1,0,1,5309,manha,Itaipu
21,0,0,1,18660,noite,Marco
29,1,0,1,16938,manha,Itaipu
32,1,0,0,18518,manha,Itaipu
25,1,1,0,16790,manha,Itaipu
28,1,0,1,10840,tarde,Itaipu
38,1,1,1,14292,manha,Itaipu
16,1,0,0,4982,manha,Itaipu
19,1,0,1,17459,tarde,Itaipu
21,1,1,0,1489,noite,Cataratas
36,1,0,1,11811,noite,Itaipu
22,0,1,1,1022,manha,Parque_Aves
37,1,0,1,16055,manha,Cataratas
26,0,1,1,5112,tarde,Parque_Aves
10,0,1,0,1620,noite,Marco
10,0,1,1,3578,noite,Marco
34,1,1,0,17683,noite,Itaipu
38,0,1,1,2434,noite,Cataratas
11,0,0,1,3894,noite,Marco
29,0,1,0,15027,noite,Marco
33,1,1,0,8124,noite,Itaipu
37,0,0,0,15390,noite,Marco
10,0,0,1,5832,manha,Parque_Aves
25,0,0,1,4955,manha,Parque_Aves
11,1,0,1,6563,manha,Itaipu
20,1,0,1,12539,tarde,Itaipu
28,0,1,0,15602,manha,Parque_Aves
36,0,1,1,638,manha,Cataratas
19,0,1,1,18615,noite,Marco
19,1,1,1,15574,manha,Itaipu
26,1,1,0,12457,tarde,Itaipu
24,0,0,0,17605,tarde,Parque_Aves
36,0,0,1,797,manha,Cataratas
27,1,1,0,9311,tarde,Itaipu
36,0,1,1,3173,tarde,Cataratas
31,0,1,1,2277,tarde,Cataratas
12,1,1,0,13887,manha,Itaipu
33,1,1,0,14426,noite,Itaipu
11,1,1,1,4931,manha,Cataratas
34,0,0,0,4800,noite,Marco
19,0,1,1,5416,tarde,Parque_Aves
37,0,0,1,14434,manha,Cataratas
30,0,0,1,19541,noite,Cataratas
28,0,1,0,6654,tarde,Parque_Aves
29,1,1,0,11630,noite,Itaipu
12,0,1,0,11742,tarde,Parque_Aves
10,1,0,1,9813,tarde,Itaipu
31,0,0,0,10540,tarde,Parque_Aves
23,1,0,0,18023,noite,Itaipu
18,0,1,1,19584,tarde,Parque_Aves
37,0,1,1,7116,noite,Cataratas
23,1,0,0,3350,manha,Itaipu
24,0,1,0,4211,manha,Parque_Aves
27,0,1,1,7542,manha,Parque_Aves
31,0,0,0,18871,noite,Marco
29,0,0,1,3119,manha,Cataratas
27,0,1,0,14868,tarde,Parque_Aves
15,0,1,1,2361,noite,Marco
29,0,0,0,11354,manha,Parque_Aves
17,0,1,0,15380,tarde,Parque_Aves
24,1,1,1,1737,noite,Cataratas
31,1,1,0,16261,manha,Itaipu
25,0,0,1,1703,tarde,Parque_Aves
23,0,0,1,12113,tarde,Parque_Aves
16,1,1,1,8629,manha,Itaipu
34,1,0,0,12982,manha,Itaipu
36,0,1,1,14450,tarde,Cataratas
32,0,0,0,8782,noite,Marco
35,1,0,0,4435,noite,Itaipu
32,0,1,0,17786,tarde,Parque_Aves
14,0,1,0,2626,manha,Parque_Aves
30,0,0,1,10402,tarde,Cataratas
23,0,0,1,4699,tarde,Parque_Aves
35,1,1,1,3748,manha,Itaipu
31,1,0,1,5721,manha,Itaipu
20,0,1,0,18636,manha,Parque_Aves
14,1,0,1,9669,noite,Itaipu
35,0,0,1,14174,manha,Cataratas
35,0,1,0,19200,tarde,Parque_Aves
20,1,0,1,10682,noite,Itaipu
25,0,0,0,17750,noite,Marco
38,0,1,0,6923,tarde,Parque_Aves
24,1,0,0,14496,tarde,Itaipu
26,1,1,0,4973,noite,Itaipu
22,1,0,0,17486,noite,Itaipu
29,0,0,1,7936,tarde,Cataratas
36,1,1,0,1775,manha,Itaipu
26,0,0,0,2658,manha,Parque_Aves
25,0,1,0,8781,manha,Parque_Aves
27,0,1,1,11404,noite,Marco
13,0,1,0,14010,noite,Marco
29,1,0,0,19001,manha,Itaipu
10,0,1,0,8131,noite,Marco
16,1,0,0,15840,manha,Itaipu
20,1,1,0,11521,noite,Itaipu
36,0,0,0,14386,tarde,Parque_Aves
37,1,0,0,2706,noite,Itaipu
23,1,0,0,5279,tarde,Itaipu
38,1,1,0,9211,manha,Cataratas
17,1,0,1,16166,noite,Itaipu
34,0,0,0,8441,tarde,Parque_Aves
37,0,1,0,14006,tarde,Parque_Aves
10,1,1,1,8437,tarde,Itaipu
30,1,0,0,4173,noite,Cataratas
36,0,1,1,5735,manha,Cataratas
27,0,1,1,1869,tarde,Parque_Aves
31,0,1,1,15215,manha,Cataratas
36,1,1,1,12653,manha,Itaipu
26,1,0,1,18705,manha,Itaipu
29,1,1,1,19739,manha,Itaipu
34,0,0,0,3292,noite,Marco
12,1,1,1,16748,noite,Itaipu
12,1,0,0,14903,manha,Cataratas
17,1,0,1,3968,tarde,Itaipu
19,1,1,0,18365,manha,Cataratas
35,0,0,0,15625,manha,Parque_Aves
11,1,0,0,19128,manha,Itaipu
33,0,1,1,7830,noite,Cataratas
13,0,0,0,10829,manha,Parque_Aves
28,1,0,0,2898,noite,Itaipu
19,1,1,0,16763,noite,Itaipu
24,0,0,0,11238,tarde,Parque_Aves
32,1,1,1,10258,tarde,Itaipu
27,1,1,1,10520,tarde,Cataratas
38,0,1,0,7909,tarde,Parque_Aves
37,1,1,1,10692,manha,Itaipu
11,0,0,0,1997,noite,Marco
19,1,1,0,4289,tarde,Itaipu
11,0,0,0,7750,manha,Parque_Aves
16,0,0,1,10050,manha,Parque_Aves
37,0,1,1,7491,manha,Cataratas
34,1,1,1,16485,manha,Itaipu
27,0,0,0,7830,manha,Parque_Aves
10,0,0,1,12616,tarde,Parque_Aves
17,0,1,0,12761,noite,Marco
20,1,1,1,14267,manha,Itaipu
38,0,0,1,15100,manha,Cataratas
12,0,1,1,7439,tarde,Parque_Aves
21,1,0,1,6261,tarde,Itaipu
36,0,1,0,17776,manha,Parque_Aves
36,0,0,0,8353,manha,Parque_Aves
27,1,0,0,13069,noite,Cataratas
26,0,1,1,1063,tarde,Parque_Aves
32,0,1,1,17583,noite,Cataratas
31,0,1,0,19751,tarde,Parque_Aves
25,0,1,1,19350,tarde,Parque_Aves
32,1,0,0,772,manha,Itaipu
21,1,0,1,1572,noite,Itaipu
12,1,1,0,3816,tarde,Itaipu
18,1,0,0,3158,noite,Itaipu
35,0,0,0,15356,tarde,Parque_Aves
35,0,1,1,3376,manha,Cataratas
36,0,1,1,17699,tarde,Cataratas
37,1,0,0,6552,manha,Itaipu
23,0,1,1,9327,noite,Marco
28,0,1,0,14461,noite,Marco
29,1,1,0,13001,noite,Cataratas
36,1,1,0,5874,tarde,Itaipu
26,0,0,1,12328,manha,Parque_Aves
29,1,1,1,3245,tarde,Itaipu
17,0,0,0,16557,noite,Marco
30,0,0,1,18141,tarde,Cataratas
34,0,0,1,19425,tarde,Cataratas
34,0,1,1,7663,tarde,Cataratas
17,1,1,0,14032,tarde,Itaipu
28,0,1,0,7928,tarde,Parque_Aves
34,1,0,0,3658,manha,Itaipu
12,1,1,0,17224,manha,Itaipu
33,1,1,1,16453,manha,Cataratas
30,0,0,0,5411,noite,Marco
25,0,0,0,16102,tarde,Parque_Aves
14,0,1,1,16525,manha,Parque_Aves
26,1,1,0,13362,tarde,Itaipu
11,1,1,1,9120,manha,Itaipu
35,0,1,1,1010,manha,Cataratas
27,0,1,0,5483,noite,Marco
36,1,1,0,14875,manha,Cataratas
32,1,1,0,3730,manha,Itaipu
13,0,1,0,15363,noite,Marco
15,0,0,1,17990,tarde,Parque_Aves
13,1,0,0,16422,tarde,Itaipu
32,0,1,1,3383,manha,Cataratas
38,1,0,0,10141,noite,Itaipu
16,1,0,1,12631,noite,Itaipu
32,0,1,1,5377,manha,Cataratas
22,1,1,0,6065,manha,Itaipu
15,0,1,0,17005,tarde,Parque_Aves
33,0,1,1,8586,manha,Cataratas
34,1,1,1,15754,manha,Itaipu
31,1,1,1,6158,tarde,Itaipu
29,1,1,0,2266,noite,Itaipu
28,1,0,0,8401,manha,Cataratas
20,0,1,1,15825,manha,Parque_Aves
24,1,1,1,8101,manha,Itaipu
23,1,0,1,11059,manha,Itaipu
25,1,1,0,6115,manha,Itaipu
37,0,0,0,11784,manha,Parque_Aves
32,1,0,1,3039,manha,Itaipu
19,1,1,1,19432,noite,Itaipu
32,0,0,0,16688,manha,Parque_Aves
26,0,1,0,15864,tarde,Parque_Aves
24,0,1,0,19334,noite,Marco
11,0,0,1,13245,noite,Marco
23,1,1,1,6868,noite,Itaipu
30,1,0,0,3681,noite,Cataratas
26,1,1,0,1266,manha,Cataratas
34,0,1,0,14181,noite,Marco
33,1,0,0,10690,manha,Itaipu
29,0,1,1,19535,noite,Cataratas
19,1,1,1,18338,manha,Itaipu
32,0,1,1,17278,noite,Cataratas
14,0,1,0,2311,manha,Parque_Aves
25,0,0,0,4898,tarde,Parque_Aves
22,0,0,0,836,manha,Parque_Aves
31,1,0,1,13539,manha,Itaipu
36,1,1,1,1656,noite,Itaipu
17,0,0,0,13414,manha,Parque_Aves
35,0,1,0,19047,tarde,Parque_Aves
19,1,1,0,10173,manha,Cataratas
19,1,0,0,1295,manha,Itaipu
36,1,1,1,15207,noite,Itaipu
34,0,1,1,5760,tarde,Cataratas
26,0,0,0,14339,tarde,Parque_Aves
20,1,1,0,14110,noite,Itaipu
34,1,0,1,12674,noite,Cataratas
28,1,0,1,10444,tarde,Itaipu
